,year,ceremony,award_En,award_Ch,movie_En,movie_Ch,wonOscar
292,1935,7,Best Performance by an Actress in a Leading Role,最佳女主角,Claudette Colbert,克劳黛·考尔白,1
293,1935,7,Best Performance by an Actress in a Leading Role,最佳女主角,Norma Shearer,瑙玛·希拉,0
294,1935,7,Best Performance by an Actress in a Leading Role,最佳女主角,Grace Moore,格蕾丝·摩尔,0
295,1935,7,Best Performance by an Actress in a Leading Role,最佳女主角,Bette Davis,贝蒂·戴维斯,0
296,1935,7,"Best Writing, Original Story",最佳原创故事,Manhattan Melodrama,男人世界,1
297,1935,7,"Best Writing, Original Story",最佳原创故事,Hide-Out,隐藏,0
298,1935,7,"Best Writing, Original Story",最佳原创故事,The Richest Girl in the World,世界上最富有的女孩,0
299,1935,7,"Best Writing, Adapted Screenplay",最佳改编剧本,It Happened One Night,一夜风流,1
300,1935,7,"Best Writing, Adapted Screenplay",最佳改编剧本,Viva Villa!,自由万岁,0
301,1935,7,"Best Writing, Adapted Screenplay",最佳改编剧本,The Thin Man,瘦子,0
302,1935,7,Best Cinematography,最佳摄影,Cleopatra,埃及艳后,1
303,1935,7,Best Cinematography,最佳摄影,Operator 13,13号间谍,0
304,1935,7,Best Cinematography,最佳摄影,The Affairs of Cellini,本韦努托·切利尼的故事,0
305,1935,7,Best Achievement in Film Editing,最佳剪辑,Eskimo,爱斯基摩人,1
306,1935,7,Best Achievement in Film Editing,最佳剪辑,Cleopatra,埃及艳后,0
307,1935,7,Best Achievement in Film Editing,最佳剪辑,One Night of Love,一夜爱情,0
308,1935,7,"Best Sound, Recording",最佳录音,One Night of Love,一夜爱情,1
309,1935,7,"Best Sound, Recording",最佳录音,Viva Villa!,自由万岁,0
310,1935,7,"Best Sound, Recording",最佳录音,Cleopatra,埃及艳后,0
311,1935,7,"Best Sound, Recording",最佳录音,The Gay Divorcee,柳暗花明,0
312,1935,7,"Best Sound, Recording",最佳录音,Imitation of Life,春风秋雨,0
313,1935,7,"Best Sound, Recording",最佳录音,Flirtation Walk,漫步调情,0
314,1935,7,"Best Sound, Recording",最佳录音,The White Parade,游行,0
315,1935,7,"Best Sound, Recording",最佳录音,The Affairs of Cellini,本韦努托·切利尼的故事,0
316,1935,7,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,The Merry Widow,风流寡妇,1
317,1935,7,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,The Gay Divorcee,柳暗花明,0
318,1935,7,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,The Affairs of Cellini,本韦努托·切利尼的故事,0
319,1935,7,"Best Music, Score",最佳配乐,One Night of Love,一夜爱情,1
320,1935,7,"Best Music, Score",最佳配乐,The Gay Divorcee,柳暗花明,0
321,1935,7,"Best Music, Score",最佳配乐,The Lost Patrol,迷失的巡逻兵,0
322,1935,7,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,The Gay Divorcee,柳暗花明,1
323,1935,7,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Flying Down to Rio,飞到里约,0
324,1935,7,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,She Loves Me Not,她爱不爱我,0
325,1935,7,"Best Short Film, Animated",最佳动画短片,The Tortoise and the Hare,乌龟和兔子,1
326,1935,7,"Best Short Film, Animated",最佳动画短片,Jolly Little Elves,快乐的小精灵,0
327,1935,7,"Best Short Film, Animated",最佳动画短片,Holiday Land,度假地,0
328,1935,7,"Best Short Subject, Comedy",最佳喜剧短片,La Cucaracha,理想与现实,1
329,1935,7,"Best Short Subject, Comedy",最佳喜剧短片,Men in Black,黑衣人,0
330,1935,7,"Best Short Subject, Comedy",最佳喜剧短片,"What, No Men?",什么，没有男人？,0
331,1935,7,"Best Short Subject, Novelty",最佳奇幻短片,City of Wax,蜡城,1
332,1935,7,"Best Short Subject, Novelty",最佳奇幻短片,Friends,Bosom,0
333,1935,7,"Best Short Subject, Novelty",最佳奇幻短片,Strikes and Spares,击倒保龄球,0
334,1936,8,Best Motion Picture of the Year,最佳影片,Mutiny on the Bounty,叛舰喋血记,1
335,1936,8,Best Motion Picture of the Year,最佳影片,Les misérables,悲惨世界,0
336,1936,8,Best Motion Picture of the Year,最佳影片,Top Hat,礼帽,0
337,1936,8,Best Motion Picture of the Year,最佳影片,Alice Adams,寂寞芳心,0
338,1936,8,Best Motion Picture of the Year,最佳影片,The Lives of a Bengal Lancer,傲世军魂,0
339,1936,8,Best Motion Picture of the Year,最佳影片,A Midsummer Night's Dream,仲夏夜之梦,0
340,1936,8,Best Motion Picture of the Year,最佳影片,Ruggles of Red Gap,红谷英仆,0
341,1936,8,Best Motion Picture of the Year,最佳影片,Captain Blood,铁血将军,0
342,1936,8,Best Motion Picture of the Year,最佳影片,Naughty Marietta,淘气的玛丽达,0
343,1936,8,Best Motion Picture of the Year,最佳影片,The Informer,告密者,0
344,1936,8,Best Motion Picture of the Year,最佳影片,"The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger",大卫·科伯菲尔德,0
345,1936,8,Best Motion Picture of the Year,最佳影片,Broadway Melody of 1936,百老汇旋律1936,0
346,1936,8,Best Achievement in Directing,最佳导演,John Ford,约翰·福特,1
347,1936,8,Best Achievement in Directing,最佳导演,Henry Hathaway,亨利·哈撒韦,0
348,1936,8,Best Achievement in Directing,最佳导演,Michael Curtiz,迈克尔·柯蒂兹,0
349,1936,8,Best Achievement in Directing,最佳导演,Frank Lloyd,弗兰克·洛伊德,0
350,1936,8,Best Assistant Director,最佳助理导演,Clem Beauchamp,克莱姆·比彻姆,1
351,1936,8,Best Assistant Director,最佳助理导演,Eric Stacey,埃里克·斯戴西,0
352,1936,8,Best Assistant Director,最佳助理导演,Paul Wing,保罗·维英,0
353,1936,8,Best Assistant Director,最佳助理导演,Sherry Shourds,谢里·舒尔兹,0
354,1936,8,Best Assistant Director,最佳助理导演,Joseph M. Newman,约瑟夫·纽曼,0
355,1936,8,Best Performance by an Actor in a Leading Role,最佳男主角,Victor McLaglen,维克托·麦克拉格伦,1
356,1936,8,Best Performance by an Actor in a Leading Role,最佳男主角,Clark Gable,克拉克·盖博,0
357,1936,8,Best Performance by an Actor in a Leading Role,最佳男主角,Charles Laughton,查尔斯·劳顿,0
358,1936,8,Best Performance by an Actor in a Leading Role,最佳男主角,Franchot Tone,法兰奇·汤恩,0
359,1936,8,Best Performance by an Actor in a Leading Role,最佳男主角,Paul Muni,保罗·穆尼,0
360,1936,8,Best Performance by an Actress in a Leading Role,最佳女主角,Bette Davis,贝蒂·戴维斯,1
361,1936,8,Best Performance by an Actress in a Leading Role,最佳女主角,Katharine Hepburn,凯瑟琳·赫本,0
362,1936,8,Best Performance by an Actress in a Leading Role,最佳女主角,Merle Oberon,梅尔·奥勃朗,0
363,1936,8,Best Performance by an Actress in a Leading Role,最佳女主角,Miriam Hopkins,米利亚姆·霍普金斯,0
364,1936,8,Best Performance by an Actress in a Leading Role,最佳女主角,Claudette Colbert,克劳黛·考尔白,0
365,1936,8,Best Performance by an Actress in a Leading Role,最佳女主角,Elisabeth Bergner,伊丽莎白·伯格纳,0
366,1936,8,"Best Writing, Original Story",最佳原创故事,The Scoundrel,恶棍,1
367,1936,8,"Best Writing, Original Story",最佳原创故事,'G' Men,执法铁汉,0
368,1936,8,"Best Writing, Original Story",最佳原创故事,Broadway Melody of 1936,百老汇旋律1936,0
369,1936,8,"Best Writing, Original Story",最佳原创故事,The Gay Deception,欢快的诡计,0
370,1936,8,"Best Writing, Screenplay",最佳编剧,The Informer,告密者,1
371,1936,8,"Best Writing, Screenplay",最佳编剧,The Lives of a Bengal Lancer,傲世军魂,0
372,1936,8,"Best Writing, Screenplay",最佳编剧,Captain Blood,铁血将军,0
373,1936,8,"Best Writing, Screenplay",最佳编剧,Mutiny on the Bounty,叛舰喋血记,0
374,1936,8,Best Cinematography,最佳摄影,A Midsummer Night's Dream,仲夏夜之梦,1
375,1936,8,Best Cinematography,最佳摄影,Barbary Coast,巴巴利海岸,0
376,1936,8,Best Cinematography,最佳摄影,Les misérables,悲惨世界,0
377,1936,8,Best Cinematography,最佳摄影,The Crusades,十字军,0
378,1936,8,Best Achievement in Film Editing,最佳剪辑,A Midsummer Night's Dream,仲夏夜之梦,1
379,1936,8,Best Achievement in Film Editing,最佳剪辑,Les misérables,悲惨世界,0
380,1936,8,Best Achievement in Film Editing,最佳剪辑,The Lives of a Bengal Lancer,傲世军魂,0
381,1936,8,Best Achievement in Film Editing,最佳剪辑,The Informer,告密者,0
382,1936,8,Best Achievement in Film Editing,最佳剪辑,Mutiny on the Bounty,叛舰喋血记,0
383,1936,8,Best Achievement in Film Editing,最佳剪辑,"The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger",大卫·科伯菲尔德,0
384,1936,8,"Best Sound, Recording",最佳录音,Naughty Marietta,淘气的玛丽达,1
385,1936,8,"Best Sound, Recording",最佳录音,The Dark Angel,黑色天使,0
386,1936,8,"Best Sound, Recording",最佳录音,The Lives of a Bengal Lancer,傲世军魂,0
387,1936,8,"Best Sound, Recording",最佳录音,Captain Blood,铁血将军,0
388,1936,8,"Best Sound, Recording",最佳录音,Bride of Frankenstein,科学怪人的新娘,0
389,1936,8,"Best Sound, Recording",最佳录音,Thanks a Million,万分感谢,0
390,1936,8,"Best Sound, Recording",最佳录音,Love Me Forever,永远爱我,0
391,1936,8,"Best Sound, Recording",最佳录音,I Dream Too Much,梦深缘浅,0
392,1936,8,"Best Sound, Recording",最佳录音,"1,000 Dollars a Minute",1000美元一分钟,0
393,1936,8,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,The Dark Angel,黑色天使,1
394,1936,8,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Top Hat,礼帽,0
395,1936,8,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,The Lives of a Bengal Lancer,傲世军魂,0
396,1936,8,"Best Music, Score",最佳配乐,The Informer,告密者,1
397,1936,8,"Best Music, Score",最佳配乐,Captain Blood,铁血将军,0
398,1936,8,"Best Music, Score",最佳配乐,Mutiny on the Bounty,叛舰喋血记,0
399,1936,8,"Best Music, Score",最佳配乐,Peter Ibbetson,彼得·艾伯特逊,0
400,1936,8,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Gold Diggers of 1935,1935年淘金女郎,1
401,1936,8,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Top Hat,礼帽,0
402,1936,8,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Roberta,罗贝尔塔,0
403,1936,8,"Best Short Film, Animated",最佳动画短片,Three Orphan Kittens,三只孤儿猫,1
404,1936,8,"Best Short Film, Animated",最佳动画短片,Who Killed Cock Robin?,谁杀害了知更鸟先生？,0
405,1936,8,"Best Short Film, Animated",最佳动画短片,Calico Dragon,The,0
406,1936,8,"Best Short Subject, Comedy",最佳喜剧短片,How to Sleep,睡眠妙法,1
407,1936,8,"Best Short Subject, Comedy",最佳喜剧短片,Tit for Tat,针锋相对,0
408,1936,8,"Best Short Subject, Comedy",最佳喜剧短片,My Nerves,"Oh,",0
409,1936,8,"Best Short Subject, Novelty",最佳奇幻短片,Wings over Everest,飞越珠穆朗玛峰,1
410,1936,8,"Best Short Subject, Novelty",最佳奇幻短片,Thrills,Camera,0
411,1936,8,"Best Short Subject, Novelty",最佳奇幻短片,Audioscopiks,Audioscopik,0
412,1936,8,Best Dance Direction,最佳舞蹈指导,Broadway Melody of 1936,百老汇旋律1936,1
413,1936,8,Best Dance Direction,最佳舞蹈指导,Top Hat,礼帽,0
414,1936,8,Best Dance Direction,最佳舞蹈指导,Go Into Your Dance,跳舞吧,0
415,1936,8,Best Dance Direction,最佳舞蹈指导,She,她,0
416,1936,8,Best Dance Direction,最佳舞蹈指导,Gold Diggers of 1935,1935年淘金女郎,0
417,1936,8,Best Dance Direction,最佳舞蹈指导,King of Burlesque,搞笑大王,0
418,1936,8,Best Dance Direction,最佳舞蹈指导,Folies Bergère de Paris,疯狂宝贝巴黎,0
419,1936,8,Best Dance Direction,最佳舞蹈指导,Broadway Hostess,百老汇女主人,0
420,1936,8,Best Dance Direction,最佳舞蹈指导,The Big Broadcast of 1936,1936大广播,0
421,1936,8,Best Dance Direction,最佳舞蹈指导,All the King's Horses,双龙戏凤,0
422,1937,9,Best Motion Picture of the Year,最佳影片,The Great Ziegfeld,歌舞大王齐格飞,1
423,1937,9,Best Motion Picture of the Year,最佳影片,Three Smart Girls,春闺三凤,0
424,1937,9,Best Motion Picture of the Year,最佳影片,Dodsworth,孔雀夫人,0
425,1937,9,Best Motion Picture of the Year,最佳影片,A Tale of Two Cities,双城记,0
426,1937,9,Best Motion Picture of the Year,最佳影片,Anthony Adverse,风流世家,0
427,1937,9,Best Motion Picture of the Year,最佳影片,The Story of Louis Pasteur,万世流芳,0
428,1937,9,Best Motion Picture of the Year,最佳影片,Mr. Deeds Goes to Town,迪兹先生进城,0
429,1937,9,Best Motion Picture of the Year,最佳影片,San Francisco,火烧旧金山,0
430,1937,9,Best Motion Picture of the Year,最佳影片,Libeled Lady,假戏真做,0
431,1937,9,Best Motion Picture of the Year,最佳影片,Romeo and Juliet,罗密欧与朱丽叶,0
432,1937,9,Best Achievement in Directing,最佳导演,Frank Capra,弗兰克·卡普拉,1
433,1937,9,Best Achievement in Directing,最佳导演,William Wyler,威廉·惠勒,0
434,1937,9,Best Achievement in Directing,最佳导演,Robert Z. Leonard,罗伯特·Z·伦纳德,0
435,1937,9,Best Achievement in Directing,最佳导演,W.S. Van Dyke,W.S.范戴克,0
436,1937,9,Best Achievement in Directing,最佳导演,Gregory La Cava,格雷戈里·拉·卡瓦,0
437,1937,9,Best Assistant Director,最佳助理导演,Jack Sullivan,杰克·沙利文,1
438,1937,9,Best Assistant Director,最佳助理导演,Eric Stacey,埃里克·斯戴西,0
439,1937,9,Best Assistant Director,最佳助理导演,William H. Cannon,威廉·H·坎农,0
440,1937,9,Best Assistant Director,最佳助理导演,Joseph M. Newman,约瑟夫·纽曼,0
441,1937,9,Best Assistant Director,最佳助理导演,Clem Beauchamp,克莱姆·比彻姆,0
442,1937,9,Best Performance by an Actor in a Leading Role,最佳男主角,Paul Muni,保罗·穆尼,1
443,1937,9,Best Performance by an Actor in a Leading Role,最佳男主角,Walter Huston,沃尔特·休斯顿,0
444,1937,9,Best Performance by an Actor in a Leading Role,最佳男主角,Gary Cooper,加里·库珀,0
445,1937,9,Best Performance by an Actor in a Leading Role,最佳男主角,Spencer Tracy,斯宾塞·屈塞,0
446,1937,9,Best Performance by an Actor in a Leading Role,最佳男主角,William Powell,威廉·鲍威尔,0
447,1937,9,Best Performance by an Actress in a Leading Role,最佳女主角,Luise Rainer,路易丝·赖纳,1
448,1937,9,Best Performance by an Actress in a Leading Role,最佳女主角,Carole Lombard,卡洛·朗白,0
449,1937,9,Best Performance by an Actress in a Leading Role,最佳女主角,Norma Shearer,瑙玛·希拉,0
450,1937,9,Best Performance by an Actress in a Leading Role,最佳女主角,Irene Dunne,艾琳·邓恩,0
451,1937,9,Best Performance by an Actress in a Leading Role,最佳女主角,Gladys George,格拉黛丝·乔治,0
452,1937,9,Best Performance by an Actor in a Supporting Role,最佳男配角,Walter Brennan,沃尔特·布伦南,1
453,1937,9,Best Performance by an Actor in a Supporting Role,最佳男配角,Akim Tamiroff,阿基姆·坦米罗夫,0
454,1937,9,Best Performance by an Actor in a Supporting Role,最佳男配角,Mischa Auer,米沙·奥尔,0
455,1937,9,Best Performance by an Actor in a Supporting Role,最佳男配角,Basil Rathbone,巴兹尔·拉思伯恩,0
456,1937,9,Best Performance by an Actor in a Supporting Role,最佳男配角,Stuart Erwin,斯图尔特·艾尔文,0
457,1937,9,Best Performance by an Actress in a Supporting Role,最佳女配角,Gale Sondergaard,盖尔·桑德加德,1
458,1937,9,Best Performance by an Actress in a Supporting Role,最佳女配角,Maria Ouspenskaya,玛丽亚·彭斯卡娅,0
459,1937,9,Best Performance by an Actress in a Supporting Role,最佳女配角,Alice Brady,艾丽丝·布雷迪,0
460,1937,9,Best Performance by an Actress in a Supporting Role,最佳女配角,Bonita Granville,博妮塔·格兰维利,0
461,1937,9,Best Performance by an Actress in a Supporting Role,最佳女配角,Beulah Bondi,比尤拉·邦蒂,0
462,1937,9,"Best Writing, Original Story",最佳原创故事,The Story of Louis Pasteur,万世流芳,1
463,1937,9,"Best Writing, Original Story",最佳原创故事,Three Smart Girls,春闺三凤,0
